title,description,label_int,label
France Enters Hostage Crisis Talks (AP),"AP - France intensified efforts Tuesday to save the lives of two journalists held hostage in Iraq, and the Arab League said the militants' deadline for France to revoke a ban on Islamic headscarves in schools had been extended.",1,World
C amp;W Has \$150M Broadband Plan,"Cable  amp; Wireless plc (NYSE: CWP - message board) is significantly ramping up its investment in local loop unbundling (LLU) in the UK, and it plans to spend up to 85 million (\$152.",4,Sci/Tech
Finding what works for handling piggy bank (USATODAY.com),"USATODAY.com - Personal finance software programs are the computer industry's version of veggies: Everyone knows they're good for you, but it's just hard to get anyone excited about them.",3,Business
Dollar Rebounds; Tone Cautious on U.S. Jobs," NEW YORK (Reuters) - The dollar rebounded on Monday after  last week's heavy selloff, but analysts were uncertain if the  rally would hold after fresh economic data suggested the  December U.S. jobs report due Friday might not live up to  expectations.",3,Business
Microsoft introduces new desktop search tool (AFP),AFP - Microsoft said that it had launched a new desktop search tool that allows personal computer users to find documents or messages on their PCs.,4,Sci/Tech
Pipeline blast kills 12 in Lagos,"At least 12 people die in an explosion at a fuel pipeline on the outskirts of Nigeria's biggest city, Lagos.",1,World
Computer Makers Sign Joint Code of Conduct,The three largest computer makers spearheaded a program today designed to standardize working conditions for their non-US workers.,4,Sci/Tech
Illinois Governor Seeks Restrictions on Video Game Sales,Description: Illinois Gov. Rod Blagojevich is backing state legislation that would ban sales or rentals of video games with graphic sexual or violent content to children under 18.,4,Sci/Tech
Volkswagen rules out pay rises for two years,"Volkswagen demanded a two-year wage freeze for the 170,000-strong workforce at Europe #39;s biggest car maker yesterday, provoking union warnings of imminent conflict at key pay and conditions negotiations.",1,World
Stocks Seen Opening Lower as Oil Climbs," NEW YORK (Reuters) - U.S. stock futures pointed to a lower  open on Wall Street on Thursday, extending the previous  session's sharp fall, with rising energy prices feeding  investor concerns about corporate profits and slower growth.",3,Business
"Even in defeat, Seattle gains confidence","But to play as feebly as it did for about 35 minutes last night in Game 1 of the WNBA Finals and lose by only four points -- on the road, no less -- has to be the best confidence builder since Cindy St.",2,Sports
Fiat and GM prepare talks to avoid costly lawsuits,MILAN General Motors and Fiat on Wednesday edged closer to initiating a legal battle that could pit the two carmakers against each other in a New York City court room as early as next month.,3,Business
Contextual Ads: Vital to a Search Marketing Campaign?,"Are you bidding on keywords through Overture's Precision Match, Google's AdWords or another pay-for-placement service? If so, you're eligible to participate in their contextual advertising programs.",4,Sci/Tech
"Turnaround Progress Seen, 2 Executives to Leave Ford","Two of the Ford Motor Company #39;s most senior executives retired on Thursday in a sign that the company #39;s deep financial crisis has abated, though serious challenges remain.",3,Business
U.S. Embassy Bans Use of Airport Road,"Citing security concerns, the U.S. Embassy on Thursday banned its employees from using the highway linking the embassy area to the international airport, a 10-mile stretch of road plagued by frequent suicide car-bomb attacks.",1,World
Science mourns DNA pioneer Wilkins,"Nobel Laureate Wilkins, 87, played an important role in the discovery of the double helix structure of DNA, the molecule that carries our  quot;life code quot;, Kazinform refers to BBC News.",4,Sci/Tech
A forward pass,"With yesterday #39;s report on its athletic department violations completed, the University of Washington says it is pleased to be able to move forward.",2,Sports
Wall St. Seen Flat at Open as Oil Eyed," LONDON (Reuters) - Wall Street was expected to start little  changed on Friday as investors continue to fret over the impact  of high oil prices on earnings, while Boeing &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=BA.N target=/stocks/quickinfo/fullquote""&gt;BA.N&lt;/A&gt; will be  eyed after it reiterated its earnings forecast.",3,Business
Daschle Bids Senate Democrats Goodbye (AP),AP - Tom Daschle bade his fellow Senate Democrats farewell Tuesday with a plea that they seek common ground with Republicans yet continue to fight for the less fortunate.,1,World
Sosa fined for untimely departure,"Sammy Sosa was fined \$87,400 -- one day's salary -- for arriving late to the Cubs' regular-season finale at Wrigley Field and leaving the game early. The slugger's agent, Adam Katz , said yesterday Sosa most likely will file a grievance. Sosa arrived 70 minutes before Sunday's first pitch, and he apparently left 15 minutes after the game started without ...",2,Sports
Broadband fuels online expression,"Having an always-on, fast net connection is changing the way Britons use the internet, research suggests.",3,Business
Bomb Found in Town Near Berlusconi Villa (AP),AP - Police defused a bomb in a town near Prime Minister Silvio Berlusconi's villa on the island of Sardinia on Wednesday shortly after British Prime Minister Tony Blair finished a visit there with the Italian leader.,1,World
A look around the Big 12,Is the Oklahoma defense a notch below its predecessors? Is Texas #39; offense a step-ahead? Why is Texas Tech feeling good about itself despite its recent loss?,2,Sports
Palestinian Mourners Await Arafat's Arrival,"The coffin of Yasser Arafat, draped with the Palestinian flag, was bound for Ramallah in the West Bank Friday, following a formal funeral on a military compound near Cairo.",1,World
US ambassador to UN resigns,"US Ambassador to the United Nations John Danforth resigned on Thursday after serving in the post for less than six months. Danforth, 68, said in a letter released Thursday ",1,World
Oil price drops to under \$51 per barrel,Crude oil futures prices dropped below \$51 a barrel yesterday as supply concerns ahead of the Northern Hemisphere winter eased after an unexpectedly high rise in US inventories.,3,Business
Knicks Down Nuggets,"New York gets 57 combined points from its starting backcourt of Jamal Crawford and Stephon Marbury and tops Denver, 107-96.",2,Sports
Terror suspects' photos shown ,"ISLAMABAD, Pakistan -- Photos were published yesterday in newspapers across Pakistan of six terror suspects, including a senior Al Qaeda operative, the government says were behind attempts to assassinate the nation's president.",1,World
Suns Sting Hornets 95-86 (AP),"AP - Shawn Marion had a season-high 33 points and 15 rebounds, leading the Phoenix Suns on a fourth-quarter comeback despite the absence of Steve Nash in a 95-86 win over the New Orleans Hornets on Friday night.",2,Sports
UPDATE:Murdoch Has 7 Weeks To Secure News Corp #39;s US Move,By Lilly Vitorovich Of DOW JONES NEWSWIRES SYDNEY (Dow Jones)--Rupert Murdoch has seven weeks to convince News Corp. (NWS) shareholders a move to the US will make the media conglomerate more attractive to ,3,Business
Is IT hiring picking up?,"A number of signs point to increasing demand for tech workers, but not all the clouds have been driven away.",4,Sci/Tech
Messina upsets AC Milan; Juventus leads Serie A,"Messina upset defending champion AC Milan 2-1 Wednesday, while Juventus won its third straight game to stay alone atop the Italian league standings.",2,Sports
"Microsoft Sues Web Hoster, Others Over Spam","Microsoft Corp. (MSFT.O: Quote, Profile, Research) filed nine new lawsuits against spammers who send unsolicited e-mail, including an e-mail marketing Web hosting company, the world #39;s largest software maker said on Thursday.",4,Sci/Tech
Harrington Wins in Germany to End Slump (AP),"AP - Padraig Harrington rallied to a three-stroke victory in the German Masters on a windy Sunday, closing with a 2-under-par 70 and giving his game a big boost before the Ryder Cup.",2,Sports
Paralympics Scrap Closing Celebrations After Crash, ATHENS (Reuters) - The Athens Paralympics canceled  celebrations at its closing ceremony after seven schoolchildren  traveling to watch the event died in a bus crash on Monday.,1,World
SpaceShipOne set to take X-Prize,"The rocket plane SpaceShipOne is just one flight away from claiming the Ansari X-Prize, a \$10m award designed to kick-start private space travel.",4,Sci/Tech
Physics Nobel Goes to 'Theory of Everything' Trio (Reuters),"Reuters - Three American scientists won the\2004 Nobel physics prize on Tuesday for showing how tiny quark\particles interact, helping to explain everything from how a\coin spins to how the universe was built.",4,Sci/Tech
Monkey Off Their Back,"Ironically it was the first regular season game for the Carolina Panthers that not only began the history of the franchise, but also saw the beginning of a rivalry that goes on to this day.",2,Sports
"Lewis a no-show, but enters not guilty plea","Baltimore Ravens running back Jamal Lewis did not appear at his arraignment Friday, but his lawyers entered a not guilty plea on charges in an expanded drug conspiracy indictment.",2,Sports
Sharp to Stop Selling PDA in U.S. (AP),"AP - Sharp Electronics Corp. plans to stop selling its Linux-based handheld computer in the United States, another sign of the slowing market for personal digital assistants.",4,Sci/Tech
"Bradley Is Back, and the Dodgers Think Upset","After serving a five-game suspension, Milton Bradley worked out with the Dodgers as they prepared for Tuesday's opener against the St. Louis Cardinals.",2,Sports
Ravens Put 'Prime Time' on Inactive List (AP),"AP - Prime Time won't be playing in prime time this time. Deion Sanders was on the inactive list and missed a chance to strut his stuff on ""Monday Night Football.""",2,Sports
Antarctic Glaciers Melting Faster -Study (Reuters),"Reuters - Glaciers once held up by a floating\ice shelf off Antarctica are now sliding off into the sea --\and they are going fast, scientists said on Tuesday.",4,Sci/Tech
"Islamic group threatens to kill Italian hostages, sets deadline","DUBAI : An Islamist group has threatened to kill two Italian women held hostage in Iraq if Rome does not withdraw its troops from the war-torn country within 24 hours, according to an internet statement.",1,World
Two Apes Arrive at Education Center (AP),"AP - Warning lights flashed atop four police cars as the caravan wound its way up the driveway in a procession fit for a presidential candidate. At long last, Azy and Indah had arrived. They even flew through a hurricane to get here.",4,Sci/Tech
Olerud makes the list,"The man who delivered the knockout punch was picked up from the Seattle scrap heap just after the All-Star Game. Before that, John Olerud certainly hadn't figured on facing Pedro Martinez in Yankee Stadium in October.",2,Sports
Females 'work harder for degrees',"\Female undergraduates work harder and are more open-minded than males, leading to better results, say scientists.",4,Sci/Tech
"Earthquake hit Indonesia, killing 11 and injuring 65","A heavy quake rocked Indonesia #39;s Papua province killing at least 11 people and wounding 75. The quake destroyed 150 buildings, including churches, mosques and schools.",1,World
Racing: Consortium claims it has agreed terms to keep Silverstone &lt;b&gt;...&lt;/b&gt;,"LONDON : A consortium, including former world champion Nigel Mansell, claims it has agreed terms to ensure Silverstone remains one of the venues for the 2005 Formula One world championship.",2,Sports
LSU Going Miles to Fill Coaching Vacancy," BATON ROUGE, La. (Sports Network) - LSU has named Les Miles  its new head football coach, replacing Nick Saban.",2,Sports
UN: Domestic robot use to surge sevenfold by 2007,"The United Nations annual World Robotics Survey predicts the use of robots around the home will surge seven-fold by 2007. The boom is expected to be seen in robots that can mow lawns and vacuum floors, among other chores.",4,Sci/Tech
US economy in peril as debts come due in  #39;08,The long-term economic health of the United States is threatened by \$53 trillion in government debts and liabilities that start to come due in four years when baby boomers begin to retire.,3,Business
Gunmen Take Three Hostage at Ugandan Ministry (Reuters),"Reuters - A small group of suspected\gunmen stormed Uganda's Water Ministry Wednesday and took three\people hostage to protest against proposals to allow President\Yoweri Museveni for a third term.\Police and soldiers with assault rifles cordoned off the\three-story building, just 328 feet from Uganda's parliament\building in the capital Kampala.",1,World
YUKOS ordered to pay part of tax claim,The Moscow Arbitration Court ruled on Monday that the YUKOS oil company must pay RUR 39.113bn (about \$1.34bn) as part of its back tax claim for 2001.,3,Business
"US Airways To Maintain Most of Fleet, United Bidding Out Regional &lt;b&gt;...&lt;/b&gt;","NOVEMBER 11, 2004 -- Bankrupt US Airways this morning said it had reached agreements with lenders and lessors to continue operating nearly all of its mainline and US Airways Express fleets.",3,Business
Venezuela suspects exiles in prosecutors slaying,Venezuela suggested Friday that exiles living in Florida may have masterminded the assassination of a prosecutor investigating a short-lived coup against leftist President Hugo Chvez ,1,World
Search Engines 201,Want to dive deep -- really deep -- into the technical literature about search engines?  Here's a road map to some of the best web information retrieval resources available online.,4,Sci/Tech
"Ancel Keys, Who Found Source of Heart Disease, Dies (Reuters)","Reuters - Ancel Keys, a pioneer in public health\best known for identifying the connection between a\cholesterol-rich diet and heart disease, has died.",4,Sci/Tech
US takes Airbus dispute to WTO,"The US government asks the World Trade Organisation to step in to stop EU member states from ""subsidising"" planemaker Airbus.",3,Business
T-Mobile USA Sees High-Speed Network 2 Years Off (Reuters),"Reuters - T-Mobile USA, the U.S. wireless unit\of Deutsche Telekom AG (DTEGn.DE), does not expect to offer\broadband mobile data services for at least the next two years,\its chief executive said on Thursday.",4,Sci/Tech
Verizon picks Motorola for video on fiber,Verizon Communications is stepping further into video as a way to compete against cable companies.,4,Sci/Tech
"After global outcry, government drops plans to criminalize &lt;b&gt;...&lt;/b&gt;","Facing a popular outcry at home and stern warnings from Europe, the Turkish government discreetly stepped back Tuesday from a plan to introduce a motion into a crucial penal reform bill to make adultery a crime punishable by prison.",1,World
FDA OKs Boston Scientific Cutting Balloon,"Boston Scientific Corp. (BSX.N: Quote, Profile, Research) said on Wednesday it received US regulatory approval for a device to treat complications that arise in patients with end-stage kidney disease who need dialysis.",3,Business
MP calls for release of old school pal,North-west Norfolk MP Henry Bellingham has called for the release of an old college friend accused of plotting a coup in Equatorial Guinea.,1,World
IBM settles part of giant pension lawsuit,"With the economy slowly turning up, upgrading hardware has been on businesses radar in the past 12 months as their number two priority.",3,Business
Blackhawks Re-Sign Goalie Leighton (AP),AP - The Chicago Blackhawks re-signed goaltender Michael Leighton to a one-year contract Wednesday.,2,Sports
Oracle readies CRM updates,"Oracle Corp. plans to release the latest version of its CRM (customer relationship management) applications within the next two months, as part of an ongoing update of its E-Business Suite.",4,Sci/Tech
Toyota #39;s Shares Decline After Unexpected Quarterly Profit Drop,"Toyota Motor Corp. #39;s shares fell for a second day, after the world #39;s second-biggest automaker had an unexpected quarterly profit drop.",3,Business
Owning a chateau is no impossible dream in former East Germany (AFP),AFP - Want to buy a castle? Head for the former East Germany.,1,World
Salesforce.com pushes integration,Hosted CRM service provider Salesforce.com took another step forward last week in its strategy to build an online ecosystem of vendors that offer software as a service.,4,Sci/Tech
HBOS Sounds Alarm over Santander-Abbey Deal,Britain-based HBOS says it will file a complaint to the European Commission against Spanish bank Santander Central Hispano (SCH) in connection with SCH #39;s bid to acquire British bank Abbey National ,3,Business
Gerrard promises speedy comeback from broken foot (AFP),AFP - Steven Gerrard has moved to allay Liverpool fans' fears that he could be out until Christmas after breaking a metatarsal bone in his left foot.,1,World
Verizon Wireless to Acquire NextWave Licenses for \$3 Billion,Verizon Wireless on Thursday announced an agreement to acquire all the PCS spectrum licenses of NextWave Telecom Inc. in 23 markets for \$3 billion.,3,Business
"IBM, HP Chasing Tag Technology (washingtonpost.com)","washingtonpost.com - Technology giants IBM and Hewlett-Packard are injecting hundreds of millions of dollars into radio-frequency identification technology, which aims to advance the tracking of items from ho-hum bar codes to smart tags packed with data.",4,Sci/Tech
Fischer aiming for No. 9,"ATHENS -- She won her first Olympic gold medal in kayaking when she was 18, the youngest paddler to do so in Games history. Yesterday, at 42, Germany #39;s golden girl Birgit Fischer won her eighth Olympic gold in the four-woman 500-metre kayak race.",2,Sports
Gerrard reveals England change howler,England boss Sven Goran Eriksson has defended goalkeeper David James after last night #39;s 2-2 draw in Austria. James allowed Andreas Ivanschitz #39;s shot to slip through his fingers to complete Austria comeback from two goals down.,2,Sports
Belarus vote significantly short of democratic standards,"MINSK - Legislative elections in Belarus held at the same time as a referendum on whether President Alexander Lukashenko should be allowed to seek a third term fell significantly short of democratic standards, foreign observers said here Monday.",1,World
Olympian on Briton death charge,An Olympic sailor is charged with the manslaughter of a Briton who died after being hit by a car in Athens.,1,World
Clean-up works on Norfolk Broads,The Norfolk Broads are on their way to getting a clean bill of ecological  health after a century of stagnation.,4,Sci/Tech
Powell Praises Najaf Peace Agreement (AP),AP - Secretary of State Colin Powell on Friday praised the peace deal that ended fighting in Iraq's holy city of Najaf and said the presence of U.S. forces in the area helped make it possible.,1,World
Giants hand it to Manning,"The  quot;future quot; is getting a chance to revive the presently struggling New York Giants. Two other teams also decided it was time for a change at quarterback, but the Buffalo Bills are not one of them.",2,Sports
ISPs again go after spammers,"For the second time this year, an alliance of major Internet providers - including Atlanta-based EarthLink -iled a coordinated group of lawsuits aimed at stemming the flood of online junk mail.",4,Sci/Tech
PIMCO-SEC Settle Fraud Case for \$50 Mln," WASHINGTON (Reuters) - The PIMCO mutual fund group has  agreed to pay \$50 million to settle fraud charges involving  improper rapid dealing in mutual fund shares, the U.S.  Securities and Exchange Commission said on Monday.",3,Business
Via Tunes Open-Source Media Player,"Via Technologies has released a version of the open-source Xine media player that is designed to take advantage of hardware digital video acceleration capabilities in two of the company #39;s PC chipsets, the CN400 and CLE266.",4,Sci/Tech
US leading economic index fall for third straight month in August,"The Conference Board reported Thursday that the Leading Economic Index fell for a third consecutive month in August, suggesting slower economic growth ahead amid rising oil prices.",3,Business
"Adobe Profit Up, Shares Fall on Outlook"," SAN FRANCISCO (Reuters) - Software maker Adobe Systems  Inc.&lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=ADBE.O target=/stocks/quickinfo/fullquote""&gt;ADBE.O&lt;/A&gt; on Thursday posted a quarterly profit that rose  more than one-third from a year ago, but shares fell 3 percent  after the maker of Photoshop and Acrobat software did not raise  forecasts for fiscal 2005.",3,Business
Morrison to sell 114 Safeway stores,William Morrison Supermarkets has agreed to sell 114 small Safeway stores and a distribution centre for 260.2 million pounds. Morrison bought these stores as part of its 3 billion pound ,3,Business
SCO #39;s Finances Reverse As Legal Fees Mount,SCO Group has a plan to keep itself fit enough to continue its legal battles against Linux and to develop its Unix-on-Intel operating systems.,4,Sci/Tech
"Federer, Hewitt could setup blockbuster Open final","Flushing Meadows, NY (Sports Network) - The men #39;s semifinals at the 2004 US Open will be staged on Saturday, with three of the tournament #39;s top-five seeds ready for action at the USTA National Tennis Center.",2,Sports
Taco Bell's Blue Dew,Pepsi pushes a blue version of Mountain Dew only at Taco Bell. Is this a winning strategy?,3,Business
If HAL the Computer Audited Your Expenses,New software helps corporate travel managers track down business travelers who overspend. But it also poses a dilemma for honest travelers who are only trying to save money.,4,Sci/Tech
"NATO, Russia to discuss school siege","NATO Secretary-General Jaap de Hoop Scheffer has called a meeting of NATO states and Russia on Tuesday to discuss the siege of a school by Chechen separatists in which more than 335 people died, a NATO spokesman said.",4,Sci/Tech
Top Iraqi Shi #39;ite Cleric Arrives in Al-Najaf,"26 August 2004 -- Iraq #39;s top Shi #39;ite cleric, Grand Ayatollah Ali al-Sistani, arrived in the city of Al-Najaf today in a bid to end a weeks-long conflict between US forces and militiamen loyal to Shi #39;ite cleric Muqtada al-Sadr.",1,World
PeopleSoft's board recommends shareholders reject Oracle takeover bid (AFP),"AFP - Senior executives at business software group PeopleSoft unanimously recommended that its shareholders reject a 8.8 billion dollar takeover bid from Oracle Corp, PeopleSoft said in a statement Wednesday.",4,Sci/Tech
Earliest Signs of Winemaking Found in China (Reuters),"Reuters - Neolithic people in China may have\been the first in the world to make wine, according to\scientists who have found the earliest evidence of winemaking\from pottery shards dating from 7,000 BC in northern China.",4,Sci/Tech
Players dismiss security worries,"Given nearly a week to examine the security issues raised by the now-infamous brawl between players and fans in Auburn Hills, Mich., Nov. 19, the Celtics returned to the FleetCenter last night with two losses and few concerns about their on-court safety.",2,Sports
"Sony Unveils New Flat TVs, Aims to Boost Share", TOKYO (Reuters) - Electronics conglomerate Sony Corp.  unveiled eight new flat-screen televisions on Thursday in a  product push it hopes will help it secure a leading 35 percent  of the domestic market in the key month of December.,4,Sci/Tech
Current stories in Editorial:,"As the election approaches, Congress abandons all pretense of fiscal responsibility, voting tax cuts that would drive 10-year deficits past \$3 trillion.",3,Business
France Telecom unions call for strike to protest privatization &lt;b&gt;...&lt;/b&gt;,"PARIS : French trade unions called on workers at France Telecom to stage a 24-hour strike September 7 to protest government plans to privatize the public telecommunications operator, union sources said.",1,World
Service Bundling Sweeps Up,ServiceMaster profitably bundles services and pays a healthy 3.5 dividend.,3,Business
Indonesia says tourism unaffected by Australian embassy bomb blast &lt;b&gt;...&lt;/b&gt;,The Indonesian tourism industry has so far not been affected by last week #39;s bombing outside the Australian embassy in Jakarta and officials said they do not expect a significant drop in visitor numbers as a result of the attack.,1,World
UC wins \$222.5M in Enron lawsuit,"\$222.5 million -- in an ongoing securities class action lawsuit against Enron Corp. The settlement, announced Friday and ",3,Business
Shevchenko Crowned as Europe #39;s Finest,Arsenals Thierry Henry today missed out on the European Footballer of the Year award as Andriy Shevchenko took the honour. AC Milan frontman Shevchenko held off competition from Barcelona pair Deco and ,2,Sports
Ex-Polaroid exec takes top finance job at 3Com,"Donald Halsted, one target of a class-action suit alleging financial improprieties at bankrupt Polaroid, officially becomes CFO.",4,Sci/Tech
Mellor given chance to make Reds grade,Neil Mellor #39;s sensational late winner for Liverpool against Arsenal on Sunday has earned the back-up striker the chance to salvage a career that had appeared to be drifting irrevocably towards the lower divisions.,2,Sports
Bomb scare for Spanish fans,"ABOUT 70,000 people were forced to evacuate Real Madrid #39;s Santiago Bernabeu stadium minutes before the end of a Primera Liga match yesterday after a bomb threat in the name of ETA Basque separatist guerillas.",2,Sports
MORE INJURY WOE FOR EAGLES,The team learned on Monday that full-back Jon Ritchie will miss the rest of the season with a torn anterior cruciate ligament in his left knee.,2,Sports
Martha Stewart to Judge: Jail Me Now," NEW YORK (Reuters) - Lifestyle guru Martha Stewart said on  Wednesday she wants to start serving her prison sentence for  lying about a suspicious stock sale as soon as possible, so she  can put her ""nightmare"" behind her.",3,Business
"Move over iPod, for a touch of Zen","Apple Computer's iPod remains the king of digital music players, but robust pretenders to the throne have begun to emerge in the Windows universe. One of them is the Zen Touch, from Creative Labs.",3,Business
Nokia phone adopts handwriting recognition,"The 7710 model features a touch screen, pen input, a digital camera, an Internet browser, a radio, video playback and streaming and recording capabilities, the company said.",4,Sci/Tech
"Reports show jump in distillates, including heating oil",SAN FRANCISCO (CBS.MW) -- Crude futures closed under \$46 a barrel Wednesday for the first time since late September and heating-oil and unleaded gasoline prices dropped more than 6 percent following an across-the-board climb in US petroleum inventories.,3,Business
Iowa Presidential Futures Market Surpassed by Dublin Exchange,"The University of Iowa #39;s market for US presidential futures, founded 16-years ago, has been overtaken by a Dublin-based exchange that is now 25 times larger.",3,Business
VENUS NARROWLY AVOIDS UPSET,"Venus Williams barely kept alive her hopes of qualifying for next week #39;s WTA Tour Championships. Williams, seeded fifth, survived a third-set tiebreaker to outlast Yuilana Fedak of the Ukraine, 6-4 2-6 7-6 ",2,Sports
Palmer: Americans Need to Widen Horizons," SYDNEY (Reuters) - Arnold Palmer has taken a swing at  America's top players, criticizing their increasing reluctance  to travel abroad to play in tournaments.",2,Sports
Thatcher trial wait,MARK Thatcher will have to wait until at least next April to face trial on allegations he helped bankroll a coup attempt in oil-rich Equatorial Guinea.,1,World
Red Hat exec takes Sun to task on open source,"A top Red Hat executive has attacked the open-source credentials of its sometime business partner Sun Microsystems. In a Web log posting Thursday, Michael Tiemann, Red Hat #39;s vice president of open-source affairs ",4,Sci/Tech
Test Failure Sets Back US Missile Defense Plan,President Bush #39;s drive to deploy a multibillion-dollar shield against ballistic missiles was set back on Wednesday by what critics called a stunning failure of its first full flight test in two years.,3,Business
Tiger pushes Ernie into third,"Although he was well-beaten by Retief Goosen in Sunday #39;s final round of The Tour Championship in Atlanta, there has been some compensation for the former world number one, Tiger Woods.",2,Sports
Larsson and Rooney bid for world player award,WAYNE Rooney and Henrik Larsson are among the players nominated for FIFAs prestigious World Player of the Year award. Rooney is one of four Manchester United players on a list which is heavily influenced by the Premiership.,2,Sports
Kennedy suffers knee injury,"It didn #39;t look good when it happened on the field, and it looked worse in the clubhouse. Angels second baseman Adam Kennedy left the Angels #39; 5-2 win over the Seattle Mariners ",2,Sports
FCC Considers Cell Phone Use On Airplanes,"Air travelers moved one step closer to being able to talk on cell phones and surf the Internet from laptops while in flight, thanks to votes by the Federal Communications Commission yesterday.",3,Business
Shifts and shake-ups in open source,"MySQL developers turn to an unlikely source for database tool: Microsoft. Also: SGI visualizes Linux, and the return of Java veteran Kim Polese.",4,Sci/Tech
GDP in Q3 grows 6.3,"DESPITE the budget deficit, continued increases in oil and consumer prices, the economy, as measured by gross domestic product, grew by 6.3 percent in the third ",3,Business
Dow Closes Up 129 As Oil Prices Drop,"NEW YORK - A drop in oil prices and upbeat outlooks from Wal-Mart and Lowe's helped send stocks sharply higher Monday on Wall Street, with the swing exaggerated by thin late summer trading. The Dow Jones industrials surged nearly 130 points...",1,World
"After a Sloppy Start, the Irish Upset Michigan","Freshman Darius Walker ran for 115 yards and scored two touchdowns, helping revive an Irish offense that had managed just one touchdown in the season's first six quarters.",2,Sports
Some consumers getting that sinking feeling,Consumers who cut it close by paying bills from their checking accounts a couple of days before depositing funds will be out of luck under a new law that takes effect Oct. 28.,3,Business
Dell Posts \$846M in 3rd-Quarter Earnings,Dell Inc. said its profit surged 25 percent in the third quarter as the world's largest personal computer maker posted record sales due to rising technology spending in the corporate and government sectors in the United States and abroad.,4,Sci/Tech
NBC Adding Delay to NASCAR Telecasts (AP),AP - NBC is adding a 5-second delay to its NASCAR telecasts after Dale Earnhardt Jr. used a vulgarity during a postrace TV interview last weekend.,2,Sports
Yankees Will Start El Duque in Game 4," BOSTON (Sports Network) - The New York Yankees will start  Orlando ""El Duque"" Hernandez in Game 4 of the American League  Championship Series on Saturday against the Boston Red Sox.",2,Sports
England - a rudderless team?,The future of Sven-Goran Eriksson as England coach is the subject of intense discussion after the draw in Austria. Has the Swede lost the confidence of the nation or does he remain the best man for the job?,2,Sports
Brillian Blows It,Component problems meant Brillian's new big screens missed the NFL's kickoff party.,3,Business
Arrese sure of Spanish Davis Cup win,Spain begin their third final in five seasons at the Olympic stadium hoping to secure their second title since their first in Barcelona against Australia in 2000.,2,Sports
Nalbandian loses at Japan Open,"Second-seeded David Nalbandian of Argentina lost at the Japan Open on Thursday, beaten by Gilles Muller of Luxembourg 7-6 (4), 3-6, 6-4 in the third round.",2,Sports
"It #39;s Up to Players, Hubie Brown Says","Thursday #39;s unexpected resignation of Memphis Grizzlies coach Hubie Brown left a lot of questions unanswered. In his unique way of putting things, the 71-year-old Brown seemed to indicate he was burned out and had some health concerns.",2,Sports
Voller throws in the towel,"RUDI Voller had quit as coach of Roma after a 3-1 defeat away to Bologna, the Serie A club said today. Under the former Germany coach, Roma had taken just four league points from a possible 12.",2,Sports
Update 1: Freeze Is Upheld on Yukos Subsidiaries,A Russian court on Thursday rejected an appeal by the Yukos oil company seeking to overturn a freeze on the accounts of the struggling oil giant #39;s core subsidiaries.,3,Business
One old Guy gives Europe #39;s Xmas turkeys a stuffing,"ONE by one, the players #39; faces had flashed up on the giant Ibrox screens offering season #39;s greetings to the Rangers fans. But the main presents were reserved for Auxerre.",2,Sports
Update 1: Swiss Air Lines Posts 1st Quarterly Profit,"Switzerland #39;s struggling national airline reported a second-quarter profit of 45 million Swiss francs (\$35.6 million) Tuesday, although its figures were boosted by a legal settlement in France. ",3,Business
10 World Briefs,"ROSTOV-ON-DON, Russia -- Hundreds of protesters ransacked and occupied the regional administration building in a southern Russian province Tuesday, demanding the resignation of the region #39;s president, whose former son-in-law has been linked to a multiple ",1,World
SIPTU opposed to Aer Lingus privatisation,SIPTU has said it is strongly opposed to any privatisation of Aer Lingus as pressure mounts on the Government to make a decision on the future funding of the airline.,3,Business
SBC to Sell TV-Internet Home Entertainment System (Reuters),"Reuters - SBC Communications said on Monday it\would offer a television set-top box that can handle music,\photos and Internet downloads, part of SBC's efforts to expand\into home entertainment.",4,Sci/Tech
Molson #39;s O #39;Neill Promises to Address Options Concerns (Update3),Molson Inc. Chief Executive Officer Daniel O #39;Neill said he #39;ll provide investors with a positive #39; #39; response to their concerns over the company #39;s plan to let stock- option holders vote on its planned merger with Adolph Coors Co.,3,Business
Park takes victory in South Korea,South Korea #39;s Grace Park shot a seven-under-par 65 to triumph at the CJ Nine Bridges Classic on Sunday. Park #39;s victory made up her final-round collapse at the Samsung World Championship two weeks ago.,2,Sports
Airborne Cell-Phone Ban Likely to Remain for Now," WASHINGTON (Reuters) - Hopes -- and worries -- that U.S.  regulators will soon end the ban on using wireless phones  during U.S. commercial flights are likely at least a year or  two early, government officials and analysts say.",4,Sci/Tech
Iraqi foreign minister stops unexpectedly in Saudi Arabia (AFP),"AFP - Iraqi Foreign Minister Hoshyar Zebari arrived unexpectedly in the holy city of Mecca Wednesday where he met Crown Prince Abdullah bin Abdul Aziz, the official SPA news agency reported.",1,World
McNair let out of hospital,Titans QB Steve McNair was released from a Nashville hospital after a two-night stay for treatment of a bruised sternum. McNair was injured during the fourth quarter of the Titans #39; 15-12 loss to Jacksonville on Sunday.,2,Sports
"Keith Miller, Australia #39;s Best All-Round Cricketer, Dies at 84","Keith Miller, Australia #39;s most prolific all-rounder in Test cricket, died today at a nursing home, Cricket Australia said. He was 84.",2,Sports
